Reviewed?,Sign-off,String Key,Current Reference (English),Used Reference (English),String Value,Comments
FALSE,Cello,newsEntryPage.readAnother.previous.withDate,(← {DATE} {ENTRY}),(← {DATE} {ENTRY}),(← {DATE} {ENTRY}),
FALSE,Cello,newsEntryPage.readAnother.next,(→ {ENTRY}),(→ {ENTRY}),(→ {ENTRY}),
FALSE,Cello,newsEntryPage.readAnother.next.withDate,(→ {DATE} {ENTRY}),(→ {DATE} {ENTRY}),(→ {DATE} {ENTRY}),
TRUE,"Niklink, Cello",redirectPage.title,Moved to {TITLE},Moved to {TITLE},Trasladado a {TITLE},
TRUE,"Niklink, Cello",redirectPage.infoLine,This page has been moved to {TARGET}.,This page has been moved to {TARGET}.,Esta página ha sido trasladada a {TARGET},
FALSE,Cello,referencedArtworksPage.subtitle,Referenced Artworks,Referenced Artworks,Arte Referenciado,
FALSE,Cello,referencedArtworksPage.statsLine,References {ARTWORKS}.,References {ARTWORKS}.,Hace Referencia a {ARTWORKS}.,"this is a (part of) sentence, not a title - capitalization? -whis"
FALSE,Cello,referencingArtworksPage.subtitle,Referencing Artworks,Referencing Artworks,Artes de Referencia,
FALSE,Cello,referencingArtworksPage.statsLine,Referenced by {ARTWORKS}.,Referenced by {ARTWORKS}.,Referenciado por {ARTWORKS}.,
TRUE,"Niklink, Cello",tagPage.title,{TAG},{TAG},{TAG},
TRUE,"Niklink, Cello",tagPage.nav.tag,Tag: {TAG},Tag: {TAG},Etiqueta: {TAG},
TRUE,"Niklink, Cello",tagPage.infoLine,Appears in {COVER_ARTS}.,Appears in {COVER_ARTS}.,Aparece en {COVER_ARTS}.,
TRUE,"Niklink, Cello",trackPage.title,{TRACK},{TRACK},{TRACK},
TRUE,"Niklink, Cello",trackPage.nav.random,Random,Random,Aleatorio,
FALSE,Cello,trackPage.nav.backToTrack,Return to track page,Return to track page,Volver a la página de pista,
TRUE,"Niklink, Cello",trackPage.nav.track,{TRACK},{TRACK},{TRACK},
TRUE,"Niklink, Cello",trackPage.nav.track.withNumber,{NUMBER}. {TRACK},{NUMBER}. {TRACK},{NUMBER}. {TRACK},
FALSE,Cello,trackPage.nav.chronology.scope.title,Chronology links {SCOPE},Chronology links {SCOPE},Links cronologicos {SCOPE},(no longer used) -whis
FALSE,Cello,trackPage.nav.chronology.scope.wiki,across this wiki,across this wiki,a traves de la wiki,(no longer used) -whis
FALSE,Cello,trackPage.nav.chronology.scope.album,within this album,within this album,en este album,(no longer used) -whis
FALSE,Cello,trackPage.socialEmbed.heading,{ALBUM},{ALBUM},{ALBUM},
FALSE,Cello,trackPage.socialEmbed.title,{TRACK},{TRACK},{TRACK},
FALSE,Cello,trackPage.socialEmbed.body.withArtists.withCoverArtists,By {ARTISTS}; art by {COVER_ARTISTS}.,By {ARTISTS}; art by {COVER_ARTISTS}.,Por {ARTISTS}; arte por {COVER_ARTISTS}.,
FALSE,Cello,trackPage.socialEmbed.body.withArtists,By {ARTISTS}.,By {ARTISTS}.,Por {ARTISTS}.,
FALSE,Cello,trackPage.socialEmbed.body.withCoverArtists,Art by {COVER_ARTISTS}.,Art by {COVER_ARTISTS}.,Arte por {COVER_ARTISTS}.,
TRUE,"Cello, Niklink",content.group.clark-powell.description,--outdated or unused string key--,--outdated or unused string key--,"Compositora de {MEDIUM} y {SYMPHONY_IMPOSSIBLE_TO_PLAY} al igual que docenas de canciones a través de la discografía de Homestuck, y la artista detrás de varios álbumes independientes cuyas canciones fueron recopiladas y usadas como la banda sonora para {PSYCHOLONIALS}.",
TRUE,Cello,content.group.cristata.description,--outdated or unused string key--,--outdated or unused string key--,"Artista detrás de {PERFECTLY_GENERIC_ALBUM} entre otros, y creadora de la fanventura crossover {DELTASTUCK}. Lanza álbumes bajo una variedad de nombres.",
TRUE,"Cello, Niklink",content.group.michael-guy-bowman.description,--outdated or unused string key--,--outdated or unused string key--,"Reconicido por {SBURBAN_JUNGLE}, su album solo oficial {MOBIUS_TRIP_AND_HADRON_KALEIDO} y muchos otros hits en la discográfica de Homestuck, Bowman ha continuado desde entonces con su extensa discografía personal.",
TRUE,"Cello, Niklink",content.group.nasqueron.description,--outdated or unused string key--,--outdated or unused string key--,"Artista creadora de varias canciones en una gama de álbumes fan (donde es acreditada como {KAL_LA_KAL_LA}), con dos álbumes de poesía sonora en su haber.",
TRUE,"Cello, Niklink",content.group.nuclear333.description,--outdated or unused string key--,--outdated or unused string key--,"Co-creadora del webcomic {INHOSPITABLE}, y música con un catálogo que abarca media década. Artista plural de internet.",
TRUE,"Cello, Niklink",content.group.tensei.description,--outdated or unused string key--,--outdated or unused string key--,Compositor roquero detrás del lanzamiento hit de 2011 {STRIFE} y en general guitarrista y músico detrás de una gran cantidad de canciones memorables. ¡Desde entonces ha lanzado la secuela de 2017 {STRIFE_2} y una variedad de otras canciones colaborativas tras Homestuck!,
TRUE,"Cello, Niklink",content.group.toby-fox.description,--outdated or unused string key--,--outdated or unused string key--,"Un artista con más de 100 canciones en el canon musical de Homestuck (incluyendo el elusivo {PENUMBRA_PHANTASM}), Toby Fox siguió a componer las renombradas bandas sonoras de sus juegos {UNDERTALE_AND_DELTARUNE}, plantando firmemente su lugar en la historia moderna de los videojuegos e Internet.",
